,country,population,gdp,# projects,gdp per capita,# projects per capita
30,cy,1018688.0,17320552500.0,235,17002.804097034616,0.00023068888609662625
31,lv,2263453.0,14435700533.368,217,6377.733725139422,9.587121976908732e-05
32,br,184722048.0,669289321953.683,155,3623.223806795835,8.390985357633108e-07
33,hr,4443351.0,41855265955.2919,153,9419.752334508776,3.4433471494824514e-05
34,in,1136264576.0,709148514804.659,142,624.1050982167194,1.2497089410274811e-07
35,za,48556064.0,255806928394.811,137,5268.279743490144,2.821480752640906e-06
36,is,292364.0,13825309101.2703,133,47288.000921010454,0.0004549123695119782
37,mt,408805.0,6116591928.25112,131,14962.126021577817,0.00032044617849585986
38,ma,30033124.0,66114147932.3903,126,2201.3743203134745,4.195367754616536e-06
39,ca,31911670.0,1026690238278.25,125,32172.877141128934,3.917062316074339e-06
40,rs,7863399.0,26141968161.0924,111,3324.512486405993,1.4116033028465171e-05
41,tn,10292230.0,31183893587.4103,111,3029.848107495684,1.0784834773416452e-05
42,lu,457798.0,35064843792.8993,111,76594.57619495782,0.00024246501732205035
43,ua,47261960.0,67220154164.3166,109,1422.2887532450325,2.306294533701099e-06
44,au,19925060.0,614326362213.686,108,30831.8450340268,5.420309901199795e-06
45,ar,38668796.0,164657930452.787,97,4258.16026060876,2.5084825501161195e-06
46,eg,77522424.0,78782467532.4675,91,1016.253923283765,1.1738539032267618e-06
47,cl,16017966.0,99079365628.3333,66,6185.514791848934,4.120373335790574e-06
48,mx,103945816.0,782242912348.371,59,7525.487243742172,5.676034136862229e-07
49,mk,2075879.0,5682784433.35956,58,2737.5316352058862,2.7939971453056752e-05
50,dz,32510184.0,85332581188.6107,57,2624.795392994721,1.7532967515656018e-06
51,ba,4142858.0,10156541358.1787,53,2451.5784413027673,1.279310080142742e-05
52,lb,4574799.0,21159827992.0398,51,4625.302224652886,1.1148030765941848e-05
53,jo,5532426.0,11411706629.055,50,2062.6948519609664,9.037626531290251e-06
54,ke,34791836.0,16095337093.8366,43,462.6182157744305,1.2359221283981679e-06
55,al,3062629.0,7184685781.51876,40,2345.9210310875915,1.30606743422073e-05
56,sn,10698699.0,10076816661.048,38,941.8730876574806,3.551833732307078e-06
57,th,65311164.0,172895685509.275,38,2647.260819134612,5.818300834448457e-07
58,tz,38360884.0,16675948414.7573,29,434.7123078487268,7.559784075883132e-07
59,pe,27893914.0,66768703497.5687,28,2393.6656396649355,1.0038031952059506e-06
60,ug,27146082.0,7939487548.40605,27,292.47268716001264,9.946186709374856e-07
61,nz,4081415.0,103905628688.949,27,25458.236589258628,6.615352763686124e-06
62,ge,3988861.0,5125365191.98664,27,1284.9194775116605,6.76884955379493e-06
63,id,225938592.0,256836875295.452,27,1136.755226373421,1.1950149711475585e-07
64,jp,127671288.0,4893116005656.56,26,38325.89208042265,2.0364798074254564e-07
65,uy,3313804.0,13686329890.1191,25,4130.096375681574,7.544199958718138e-06
66,by,9999713.0,23141593073.9738,24,2314.225725675707,2.400068881976913e-06
67,sy,18084010.0,112863340757.238,23,6241.0571967853375,1.2718418094216934e-06
68,vn,82311232.0,45427854693.2554,23,551.9034716095052,2.7942723539844476e-07
69,sg,4270407.0,115033570415.043,23,26937.37866555647,5.385903498191156e-06
70,bf,13445981.0,5451688534.59524,22,405.4511555977388,1.6361766389525615e-06
71,kr,47727288.0,793175007858.066,21,16618.89960850208,4.399998592000451e-07
72,gh,21906448.0,8881419348.21705,19,405.4248935389731,8.67324542983874e-07
73,kz,15521921.0,43151647002.6096,19,2780.04552417253,1.2240752932578384e-06
74,ml,12751997.0,5454249122.71389,18,427.7172526557127,1.4115436194032981e-06
75,co,41648272.0,117092416651.395,17,2811.459180140655,4.0818020012931147e-07
76,md,4046998.0,2598249555.89984,17,642.0189868885134,4.200644527128504e-06
77,ph,84607504.0,95002000250.4167,17,1122.855488685929,2.0092780422880693e-07
78,my,25333250.0,124749473684.211,16,4924.337528118619,6.31581024937582e-07
79,uz,26234924.0,12030023547.8807,16,458.5499675120347,6.098740747257358e-07
80,ne,13366889.0,3760443735.45875,15,281.3252758707542,1.1221758480974893e-06
81,bo,9216282.0,8773451751.5121,15,951.9513130687733,1.6275543651984607e-06
82,ec,13534598.0,36591661000.0,15,2703.564671813673,1.1082708182393004e-06
83,am,3065748.0,3576615240.41616,15,1166.637062281753,4.892770051550225e-06
84,et,75301024.0,12401139453.9738,14,164.68752740963788,1.8592044644704963e-07
85,cr,4252803.0,18610594846.2083,13,4376.0773415106,3.0568074749759157e-06
86,zm,11188044.0,6221109716.39571,12,556.0498078480662,1.0725735436864566e-06
87,mz,19694412.0,7631106170.94621,11,387.4757048317162,5.585340653988553e-07
88,pk,170648624.0,107759683863.123,11,631.4711559767572,6.445993962424215e-08
89,bj,7894558.0,6190270377.07583,11,784.1186773313757,1.3933648976928157e-06
90,cm,16809406.0,18826214125.2325,11,1119.9809276563667,6.543955211742759e-07
91,ve,26226930.0,112451400422.982,11,4287.63108846449,4.1941622599366377e-07
92,np,26003970.0,7273938314.71988,10,279.7241465330055,3.8455666577064966e-07
93,az,8556168.0,8680410157.5717,10,1014.5207711643459,1.1687475047240775e-06
94,py,5416327.0,9624440836.29309,8,1776.9312739598422,1.4770156971689486e-06
95,bw,1859087.0,8957467706.5354,8,4818.207919551586,4.303187532374763e-06
96,zw,12160885.0,5805598400.0,7,477.3993340122861,5.756160016314602e-07
97,me,632550.0,2073234417.68066,7,3277.5818791884594,1.106631886807367e-05
98,gn,8961046.0,3635458213.65962,7,405.69574284738854,7.811588066839519e-07
99,hk,6915997.0,169099768875.193,7,24450.526637763578,1.0121461880333378e-06
100,kh,13016377.0,5337833248.03924,7,410.0859438873997,5.377840546566836e-07
101,ga,1417115.0,7770219003.91662,7,5483.125225487431,4.9396132282842255e-06
102,mw,12411343.0,5058726350.48896,7,407.5889571732052,5.640002052960748e-07
103,pg,6293174.0,3927157866.96465,6,624.0345280401671,9.534139688494232e-07
104,sv,6035653.0,13724810900.0,6,2273.956256265892,9.94092934103402e-07
105,ni,5386220.0,5795568204.64532,6,1075.999161683949,1.1139537560664065e-06
106,gm,1612237.0,961900640.746364,6,596.6248391187921,3.7215372181633346e-06
107,cd,54815608.0,10297483481.223,5,187.85677760288638,9.121489631201391e-08
108,li,34326.0,3450000000.0,5,100506.90438734487,0.0001456621802715143
109,bd,138789728.0,65108544250.0425,5,469.11644822909733,3.6025720866028354e-08
110,sd,28831556.0,26646007250.7319,5,924.195948728258,1.7342109458122898e-07
111,tj,6801206.0,2076176636.43428,5,305.2659537785328,7.351637341965527e-07
112,ci,18544900.0,23510575668.5588,4,1267.765028043225,2.1569272414518277e-07
113,cv,486591.0,924940012.85542,4,1900.857214489006,8.220456194216498e-06
114,gt,12852433.0,23577298589.158,4,1834.4618944255924,3.1122511978860344e-07
115,ng,136756848.0,135764715375.206,4,992.7452801135487,2.9248992342964792e-08
116,sr,510588.0,1484092538.40527,4,2906.6341911781515,7.834104992675112e-06
117,gl,56888.0,1822499870.64051,3,32036.631110963826,5.273519898748418e-05
118,ir,69061680.0,190043433964.841,3,2751.7928026778527,4.3439429796668716e-08
119,tm,4819793.0,6838351088.46688,3,1418.805971224673,6.224333700638181e-07
120,cg,3543018.0,4656974937.55227,3,1314.4090539625454,8.467357490139762e-07
121,lk,19490434.0,20662525941.2985,3,1060.1367799864538,1.5392166228827947e-07
122,tt,1361180.0,13280292692.3489,2,9756.455937017074,1.4693133898529218e-06
123,la,5768170.0,2366398119.8821,2,410.25110561618334,3.4673041883300943e-07
124,iq,27858950.0,36627901762.063,2,1314.7624645603298,7.179021463479421e-08
125,ao,18771128.0,23552057820.4599,2,1254.6959255970073,1.0654660710853392e-07
126,bt,649995.0,682577073.528827,2,1050.126652557061,3.076946745744198e-06
127,fo,48008.0,1759739599.22694,2,36655.132461817615,4.1659723379436764e-05
128,nc,238656.0,5895008984.55746,2,24700.862264336367,8.380262805041566e-06
129,mr,2946583.0,2362501023.24249,2,801.7765062930486,6.787523039398517e-07
130,mg,18250776.0,5064732625.39054,2,277.50779612826,1.0958438150794246e-07
131,af,23553554.0,5220825048.64637,2,221.6576338605363,8.491287556858723e-08
132,gw,1347012.0,532062894.801533,2,394.9949182349771,1.4847677674734895e-06
133,hn,7383408.0,8869299234.3377,2,1201.2473419236346,2.7087762182450166e-07
134,cu,11225296.0,38203000000.0,1,3403.295556749684,8.908451055544548e-08
135,do,9043135.0,22322387609.8481,1,2468.434631336157,1.105811203747373e-07
136,fj,866699.0,2708078476.63012,1,3124.5893633546593,1.1538031081148127e-06
137,jm,2664027.0,10174664853.9476,1,3819.27992995101,3.7537157093377805e-07
138,sc,84733.0,893012218.181818,1,10539.131367729433,1.180177734766856e-05
139,pa,3243310.0,15013381700.0,1,4629.030743283867,3.083269869361856e-07
140,pf,267135.0,5564109988.14744,1,20828.831819669605,3.7434256087745898e-06
141,rw,8791855.0,2376464519.64036,1,270.30297015139126,1.1374163927862777e-07
142,tg,5565213.0,3071152629.2959,1,551.8481735193064,1.7968764178477985e-07
143,td,9613509.0,4422855658.38043,1,460.06673092836655,1.0402029061396832e-07
144,sa,23661804.0,258742263029.008,1,10935.018438535286,4.2262204521683976e-08
145,ae,3993346.0,147824370319.946,1,37017.67147648764,2.504165679608028e-07
