source,target,weight
ch,pt,330
cz,dk,329
es,si,323
es,ro,321
fi,ie,313
at,no,312
pl,pt,310
hu,se,302
nl,ro,295
hu,pl,295
cz,pl,293
gb,lt,293
de,lt,288
bg,gr,285
gr,hu,284
nl,si,281
ch,no,276
ch,pl,263
es,sk,263
at,sk,263
fi,hu,254
ee,gb,251
at,ie,250
gr,ro,247
ie,pt,246
ie,no,245
de,ee,243
be,sk,240
at,si,239
cy,gr,238
cz,pt,235
de,lv,234
gb,is,234
cz,hu,230
dk,hu,226
bg,nl,222
cz,sk,222
hu,hu,219
cy,de,213
ie,ie,210
be,ro,204
gr,si,203
gb,lv,200
ch,cz,200
de,is,199
pl,ro,199
cy,it,195
ie,pl,194
be,si,194
fr,is,190
pl,sk,189
it,lt,188
cy,gb,185
hu,pt,185
at,bg,184
fr,lt,183
at,ro,180
se,si,180
se,sk,180
cz,no,178
ee,it,175
ee,fr,175
pl,si,175
es,lt,174
ch,hu,173
bg,pl,170
be,bg,169
hu,sk,167
ch,ie,166
gr,sk,163
dk,si,159
bg,ro,158
fi,sk,157
cy,fr,156
ro,se,148
ee,es,147
fr,lu,143
es,is,142
de,lu,141
hu,ro,140
dk,sk,140
hu,no,138
fi,si,136
cz,si,136
ee,fi,135
cy,es,134
it,lv,133
bg,cz,132
hu,ie,131
hu,si,129
bg,pt,127
sk,sk,127
is,no,126
lt,se,126
ee,se,126
lt,nl,123
ee,nl,122
it,mt,122
gb,lu,121
fr,lv,121
bg,fi,121
bg,hu,120
lt,pl,120
pt,ro,119
pt,si,119
dk,ro,118
ee,pl,115
bg,se,114
is,it,113
cz,ro,113
si,si,110
ro,ro,110
bg,dk,109
cz,ie,109
ch,si,107
no,si,107
ch,ro,105
is,se,104
pt,sk,102
it,lu,101
bg,bg,98
no,ro,98
ro,si,97
dk,ee,96
es,lv,96
ch,sk,96
dk,lt,94
fi,ro,93
ro,sk,92
bg,si,92
lv,pl,91
gr,lt,90
ee,gr,90
lv,nl,89
si,sk,87
at,ee,87
dk,is,87
gb,hr,87
fi,lt,86
bg,sk,85
be,lt,85
be,ee,82
is,nl,82
cz,lt,81
no,sk,79
bg,no,79
bg,ch,77
de,hr,76
fi,lv,76
be,lu,75
lv,se,75
dk,lv,75
ie,si,75
gr,lv,73
at,lt,71
ie,sk,71
fi,is,70
ee,hu,68
ee,no,65
cy,nl,65
gr,is,64
lt,lv,64
gr,lu,63
be,is,62
ee,lv,62
at,lv,61
is,pt,61
is,is,61
lu,nl,60
es,lu,60
fr,mt,59
lt,pt,58
lt,no,58
cz,ee,58
be,lv,58
at,is,56
be,cy,56
hu,lt,55
bg,ie,54
ee,si,52
ie,ro,51
cy,pl,50
lt,sk,50
ee,ee,50
cz,lv,48
lt,ro,48
at,cy,48
ch,ee,47
bg,ee,47
lv,pt,47
ee,sk,47
es,mt,47
ee,pt,46
ie,lt,46
gb,mt,45
ee,lt,45
hu,lv,44
de,mt,43
lt,si,43
lv,lv,43
hr,it,42
ee,ie,42
es,hr,42
cy,dk,42
lv,sk,41
cy,se,39
bg,lt,39
at,lu,39
cy,fi,39
ch,lt,38
lu,se,38
is,pl,38
gr,mt,37
bg,lv,36
cy,pt,35
ie,is,34
lv,no,34
ee,ro,33
bg,cy,32
lv,ro,32
cy,cz,32
fr,hr,32
ie,lv,31
cy,si,30
ch,lv,30
lt,lt,28
lv,si,28
mt,nl,28
lu,pt,28
hu,lu,27
ch,cy,27
dk,lu,27
cy,cy,27
lu,no,26
cy,hu,26
ch,is,25
cy,ie,25
gr,hr,25
hr,nl,24
cy,ro,24
at,hr,24
de,li,22
be,mt,21
is,si,21
ch,lu,21
fi,lu,21
cy,no,19
mt,pl,19
cz,mt,19
cy,mt,19
lu,pl,19
mt,pt,18
fr,li,18
hu,is,18
cy,lt,17
cy,ee,17
hu,mt,16
cy,sk,16
cz,is,16
dk,mt,16
at,mt,16
ie,lu,15
is,ro,15
be,hr,15
dk,hr,15
ee,is,14
is,sk,14
mt,ro,14
is,lt,13
is,lv,13
ch,mt,13
mt,si,13
hr,se,13
mt,se,12
cy,is,12
lu,ro,12
ch,li,12
hr,pl,12
ee,mt,12
hr,si,11
lt,mt,11
bg,hr,11
cy,lv,11
ie,mt,11
cz,hr,11
bg,mt,10
fi,hr,10
hr,no,10
mt,sk,10
mt,mt,10
it,li,9
bg,is,9
lu,si,9
bg,lu,8
cz,lu,8
gb,li,8
lv,mt,8
hr,pt,8
hr,sk,8
hr,hr,8
ch,hr,7
lt,lu,7
lu,sk,7
fi,mt,6
mt,no,6
at,li,6
ee,lu,5
lu,lv,5
hr,lt,5
cy,lu,5
hr,hu,5
hr,ie,5
lu,lu,4
hr,lv,4
lu,mt,4
es,li,4
gr,li,3
cy,hr,3
is,mt,3
li,se,3
is,lu,3
dk,li,2
hr,mt,2
li,nl,2
be,li,2
hr,ro,2
hr,is,2
ee,hr,2
li,si,1
li,pt,1
fi,li,1
ie,li,1
li,sk,1
li,no,1
li,ro,1
