source,target,weight
ee,hr,180
bg,lv,177
lt,lv,175
cy,hr,174
ee,lt,173
cz,lu,172
cy,hu,172
bg,sk,172
ie,lu,171
lt,lt,169
gr,is,169
is,pt,164
cy,lu,163
hr,lt,158
hr,lv,157
cy,ee,153
ee,sk,151
lu,ro,148
hu,lu,143
ie,mt,142
bg,lu,141
is,pl,136
mt,pt,135
ee,lu,134
bg,lt,133
at,is,132
lu,lu,131
at,mt,131
hr,lu,129
mt,mt,123
ch,is,120
mt,se,116
cy,lt,113
lt,lu,111
lu,sk,110
mt,no,105
ie,is,103
cy,lv,100
lu,lv,100
dk,mt,93
mt,pl,92
fi,mt,92
mt,ro,90
cy,sk,89
cy,mt,83
cz,is,82
is,ro,81
is,si,71
cz,mt,69
hu,mt,66
bg,mt,66
mt,si,66
ch,mt,66
hr,is,65
hr,mt,63
ee,mt,62
ee,is,61
lu,mt,54
lv,mt,54
lt,mt,50
hu,is,49
mt,sk,47
is,lv,39
cy,is,39
bg,is,34
is,lu,30
is,sk,29
is,lt,28
is,mt,16
de,li,9
li,nl,8
it,li,6
es,li,6
gb,li,5
be,li,4
fr,li,4
li,pt,3
li,lt,2
at,li,2
fi,li,2
ee,li,1
li,lv,1
ch,li,1
hr,li,1
li,sk,1
cz,li,1
li,se,1
li,pl,1
gr,li,1
li,si,1
